address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"C1/2761 Shushant Lok 1 Gurgaon, 122021 Gurgaon, India – Show map",gurgaon,India,2016-09-01,FabHotels,"One of our bestsellers in Gurgaon! Featuring free WiFi throughout the property, FabHotel Huda Sushant Lok is set in Gurgaon, 2.7 km from Kingdom of Dreams. Guests can enjoy the on-site restaurant. The rooms are equipped with a flat-screen TV. Certain units have a seating area to relax in after a busy day. A terrace or balcony are featured in certain rooms. There is a 24-hour front desk at the property. MG Road is 3.3 km from FabHotel Huda Sushant Lok, while Iffco Road Junction is 3.5 km away. Delhi International Airport is 12 km from the property.","Bathroom:Toilet paper|Towels|Free toiletries|Shower•Outdoors:Balcony|Terrace|Garden•Kitchen:Refrigerator•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Flat-screen TV|Telephone|TV•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible at a location nearby (reservation is needed).•Services:Shared lounge/TV area|Lockers|Fax/photocopying|Business centre|24-hour front desk|Room service•General:Adult only|Air conditioning|Tile/Marble floor|Soundproofing|Soundproof rooms|Lift|Fan|Non-smoking rooms|Newspapers",3-star hotel,,28.450311035715718,,77.08699432204287,http://www.booking.com/hotel/in/fabhotel-huda-sushant-lok.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1776171.0,FabHotel Huda Sushant Lok,204,,2016-09-01 11:52:38 +0000,20.0,Deluxe Room,"Hotel Formule1 Gurgaon, an AccorHotels Brand|Perch Arbor - Golf Course Rd|The Madpackers Hostel",9,8.6,Value for money:9.4|Comfort:8.9|Staff:8.9|Cleanliness:8.6|Facilities:8.6|Location:7.5,http://www.booking.com/,Share,Haryana,4cc0b912dffd00f9ef318929479109c2,
"SRI AUROBINDO STREET 3, Heritage Town, 605001 Pondicherry, India – This neighbourhood is a great choice for travellers interested in beaches, shopping, and architecture – Check location Show map",pondicherry,India,2016-09-01,,"Tamil heritage guest house is set in the Heritage Town district in Pondicherry, 500 metres from Sri Aurobindo Ashram and 500 metres from Sri Aurobindo Hand Made Paper Factory. There is a 24-hour front desk at the property. The guest house also offers bike hire and car hire. Manakula Vinayagar Temple is 500 metres from Tamil heritage guest house, while The Consulate General of France is 700 metres from the property. The nearest airport is Puducherry Airport, 4 km from the property. Heritage Town is a great choice for travellers interested in beaches, shopping and architecture.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Dressing Room•Pets:Pets are not allowed.•Activities:Bicycle rental•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Private check-in/check-out|Car hire|Laundry|24-hour front desk•General:Designated smoking area|Air conditioning|Tile/Marble floor|Soundproofing|Soundproof rooms|Heating|Fan",,22.0,11.938454141939555,Heritage Town,79.82978316197125,http://www.booking.com/hotel/in/tamil-heritage-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1776843.0,Tamil heritage guest house,216,Heritage Town,2016-09-01 11:52:38 +0000,20.0,Deluxe Double Room with Shower,Hotel Annamalai International|Le Chateau|Shenbaga Hotel And Convention Centre,,,,http://www.booking.com/,Share,Pondicherry,4ee334a996aa424801f2b085893489ca,Heritage Town
"757 B Ward, Azad Chowk Raviwar Peth, Kolhapur Maharashtra, 416002 Kolhapur, India – Show map",kolhapur,India,2016-09-01,,"Featuring free WiFi and a restaurant, STARiHOTELS Raviwar Peth Kolhapur offers accommodation in Kolhapur. Free private parking is available on site. The rooms are equipped with a flat-screen TV. Rooms are fitted with a private bathroom. You will find a 24-hour front desk at the property. The hotel also offers car hire.","Bathroom:Toilet paper|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV•Food & Drink:Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Tour desk|24-hour front desk•Entertainment and family services:Child safety socket covers•Cleaning services:Ironing service|Dry cleaning|Laundry•Business facilities:Meeting/banquet facilities•General:Airport shuttle (surcharge)|Car hire|Facilities for disabled guests|Non-smoking rooms|Room service•Languages spoken:",2-star hotel,33.0,16.70211739961646,,74.24093440175056,http://www.booking.com/hotel/in/starihotels-raviwar-peth-kolhapur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1777837.0,STARiHOTELS Raviwar Peth Kolhapur,204,,2016-09-01 11:52:38 +0000,2.0,Budget Double Room,Shruteeka Service Homestay,,,,http://www.booking.com/,Share,Maharashtra,5b05b7c96ff57b56e305f777d111d2ad,
"East Cost Road, Auroville, C.M Chavadi Bommayar Palayam, Kottakuppam, 605104 Pondicherry, India – Great location -",pondicherry,India,2016-09-01,,"This property is 15 minutes walk from the beach. Situated in Pondicherry in the Tamil Nadu Region, 4.3 km from Sri Aurobindo Ashram, Karthik Residency boasts a sun terrace and views of the sea. The rooms include a flat-screen TV with satellite channels. Some rooms have a seating area for your convenience. A terrace or balcony are featured in certain rooms. All rooms are fitted with a private bathroom fitted with a shower. There is a 24-hour front desk at the property. The guest house also offers bike hire and car hire. Sri Aurobindo Hand Made Paper Factory is 3.9 km from Karthik Residency, while The Consulate General of France is 4.4 km away. Puducherry Airport is 3 km from the property.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Garden view|View•Outdoors:Sun terrace|Balcony|Terrace|Garden•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Beachfront|Bicycle rental•Living Area:Dining area|Sofa|Seating Area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|TV•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service•General:Airport shuttle (surcharge)|Air conditioning|Mosquito net|Wake-up service|Heating|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Packed lunches|Soundproof rooms|Safety deposit box|Bridal suite|VIP room facilities|Fan|Family rooms|Non-smoking rooms|Newspapers|Safety Deposit Box|Room service•Languages spoken:",,,11.975319995696251,,79.83990171924233,http://www.booking.com/hotel/in/karthik-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1776959.0,Karthik Residency,216,,2016-09-01 11:52:38 +0000,7.0,Standard Double Room with Balcony,Hotel Annamalai International|La Maison Radha,89,6.8,,http://www.booking.com/,Share,Pondicherry,002bc7aa0d255d3ba6f41e296de5a9e7,
"Umtavaddo, Calangute, Bardez, 403516 Arpora, India – Show map",arpora,India,2016-09-01,,"STARiHOTELS Umtavaddo Goa is set in the Baga Beach district in Arpora, 1.8 km from Baga Night Market. Guests can enjoy the on-site restaurant. Free WiFi is provided and free private parking is available on site. Every room at this hotel is air conditioned and is equipped with a flat-screen TV. Each room has a private bathroom. You will find a 24-hour front desk at the property. The hotel also offers car hire. Candolim Football Ground is 1.2 km from STARiHOTELS Umtavaddo Goa, while Club Cubana is 1.7 km from the property. The nearest airport is Goa International Airport, 21 km from the property.","Pets:Pets are not allowed.•Food & Drink:Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Ticket service|Tour desk|Car hire|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Family rooms|Facilities for disabled guests|Non-smoking rooms•Languages spoken:",2-star hotel,,15.5615443596054,,73.7606969475746,http://www.booking.com/hotel/in/starihotels-umtavaddo-goa.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1777888.0,STARiHOTELS Umtavaddo Goa,204,,2016-09-01 11:52:38 +0000,9.0,Deluxe Double Room (2 Adults + 1 Child),,,,,http://www.booking.com/,Share,Goa,0437138725a863ebfacb5045bec15cc3,
"Opposite Malayala Manorama Kottayam-Kumily Rd, 686002 Kottayam, India – Show map",kottayam,India,2016-09-01,,"Set 6 km from Athreya Ayurvedic Hospital in Kottayam, Homestead Hotel features free WiFi access and free private parking. Guests can enjoy the on-site restaurant. Each room comes with a private bathroom. There is a 24-hour front desk at the property. The hotel also offers car hire. Kochi International Airport is 65 km from the property.","Bathroom:Linen|Towels|Bathroom|Toilet|Shower•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Desk•Food & Drink:Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Lockers|Vending machine (drinks)|Luggage storage|Wake-up service|Car hire|24-hour front desk•General:Tile/Marble floor|Fan•Languages spoken:",,45.0,9.58882238870041,,76.52913630008698,http://www.booking.com/hotel/in/homestead.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1773193.0,Homestead Hotel,204,,2016-09-01 11:52:38 +0000,37.0,Double Room,Hotel Aida|Teresa Plaza Apartament|Brown Residency,47,7.8,,http://www.booking.com/,Share,Kerala,10763d049b0aca9f61da099ac344ca47,
"Pooja Vihar Ph-2 , Sewalan Kalan ,Near St.Judes School, 248001 Dehradun, India – Great location -",dehradun,India,2016-09-01,,"Benison Guest House is set in Dehradun, 4 km from Indian Military Academy and 6 km from Dehradun Clock Tower. Free private parking is available on site. Every room includes a TV with cable channels. Some units have a seating area for your convenience. Rooms have a private bathroom. For your comfort, you will find slippers and free toiletries. There is a 24-hour front desk, room service and hairdresser's at the property. Jolly Grant Airport is 21 km from the property.","Pets:Pets are not allowed.•Internet:Free!
Wired internet is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Private check-in/check-out|Gift shop|Barber/beauty shop|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Mini-market on site|Air conditioning|Non-smoking throughout|Shops (on site)|Heating|Newspapers•Languages spoken:",,10.0,30.291795729471232,,77.99322713166475,http://www.booking.com/hotel/in/benison-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1774045.0,Benison Guest House,216,,2016-09-01 11:52:38 +0000,28.0,Standard Double Room,,5,8.3,,http://www.booking.com/,Share,Uttarakhand,f103a1a2edd2cbf15477cb630dfd6f60,
"Opp Jhambaleshwar Mandir, Calangute-Candolim Road, Ximmer, Candolim Goa, 403515 Candolim, India – Show map",candolim,India,2016-09-01,,"Situated in Candolim, 3.7 km from Shanta Durga Temple, Baywatch Express Urbane features air-conditioned rooms and a year-round outdoor pool. Free on-site parking is available. Every room has a flat-screen TV with cable channels. Certain units include a seating area to relax in after a busy day. You will find a 24-hour front desk at the property. Guests can enjoy a meal at the on-site restaurant, followed by a drink at the bar. The property also offers room service and special diet menus. The nearest airport is Goa International Airport, 15 km from Baywatch Express Urbane.","Bathroom:Toilet paper|Towels/Sheets (extra fee)|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Outdoor pool (all year)|BBQ facilities|Balcony•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Special diet menus (on request)|Restaurant (buffet)|Restaurant (à la carte)|Bar|Restaurant|Minibar|Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Currency exchange|24-hour front desk•Cleaning services:Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Packed lunches|Safety deposit box|Lift|Fan|Newspapers|Safety Deposit Box|Room service•Languages spoken:",,,15.510620679730536,,73.76874303830846,http://www.booking.com/hotel/in/baywatch-express-urbane.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1781566.0,Baywatch Express Urbane,204,,2016-09-01 11:52:38 +0000,48.0,Deluxe Double Room,"Resort Coqueiral|Lemon Tree Amarante Beach Resort, Goa",26,8.2,,http://www.booking.com/,Share,Goa,e31e495485f239911ef580c0377da364,
"313 sayyaji rao road cross, 570001 Mysore, India – Show map",mysore,India,2016-09-01,,Hotel bombay tiffanys offers accommodation in Mysore. Mysore Palace is 900 metres from the property. Free private parking is available on site. All units include a TV with satellite channels. Hotel bombay tiffanys features free WiFi . Towels are offered. Brindavan Garden is 15 km from hotel bombay tiffanys.,"Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet•View:View•Pets:Pets are not allowed.•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Wake-up service|Tour desk|Car hire|Laundry|24-hour front desk|Room service•General:Tile/Marble floor|Soundproofing|Lift|Fan",,,12.3134995,,76.65332539999997,http://www.booking.com/hotel/in/bombay-tiffanys.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1776183.0,hotel bombay tiffanys,221,,2016-09-01 11:52:38 +0000,13.0,Deluxe Double Room,Comfort Inn Vyshak|Treebo Golden Castle|Sahara Residency,80,6.0,,http://www.booking.com/,Share,Karnataka,0de0bac660bbfcde5bd5f3847335173f,
"Sultanpet, Near KaniveNandeeshwara Temple, Nandi Foot Hills, Nandi (Post) Chickballapur (Taluk&Dist), 562103 Nandi, India – Show map",nandi,India,2016-09-01,,"Discovery village nandi hills is situated in Nandi, 45 km from Bangalore. Free private parking is available on site. Each room at this resort is air conditioned and comes with a TV. You will find a 24-hour front desk at the property. Yelahanka is 31 km from Discovery village nandi hills, while Whitefield is 46 km away. The nearest airport is Kempegowda International Airport, 20 km from the property.","Bathroom:Toilet paper|Shower•View:Pool view•Outdoors:Balcony•Pets:Pets are not allowed.•Media & Technology:TV•Food & Drink:Minibar•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:24-hour front desk|Meeting/banquet facilities•General:Fan|Non-smoking rooms|Newspapers|Air Conditioning",,,13.378671064465678,,77.67490732774604,http://www.booking.com/hotel/in/discovery-village-nandi-hills.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1772855.0,Discovery village nandi hills,206,,2016-09-01 11:52:38 +0000,15.0,Double Room,Regenta Inn by Royal orchid Hotels Ltd,,,,http://www.booking.com/,Share,Karnataka,af61c99e3b9d868b23f3d944b148c38c,
