address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"CK 2, Sector 2 , Salt Lake, Kolkata, 700091 Kolkata, India – Show map",kolkata,India,2016-09-01,OYO Rooms,"Accepting Indian nationals only, OYO Premium Salt Lake Karunamoyee is located in the Salt Lake district in Kolkata, 8 km from New Market and 8 km from Park Street. Guests can enjoy the on-site restaurant. Free WiFi is available throughout the property and free private parking is available on site. Certain units include a seating area to relax in after a busy day. All rooms are equipped with a private bathroom. There is a 24-hour front desk at the property. Eden Gardens is 9 km from OYO Premium Salt Lake Karunamoyee, while Victoria Memorial is 9 km from the property. The nearest airport is Netaji Subhash Chandra Bose International Airport, 7 km from the property.","Pets:Pets are not allowed.•Food & Drink:Bar|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Soundproof rooms|Safety deposit box|Lift|Newspapers",3-star hotel,39.0,22.58610641641999,,88.42456430196762,http://www.booking.com/hotel/in/oyo-premium-salt-lake-karunamoyee.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1481061.0,OYO Premium Salt Lake Karunamoyee,204,,2016-09-01 07:59:55 +0000,16.0,Deluxe Double Room,The Sonnet|Treebo Platinum,21,6.1,Free WiFi:10|Comfort:6.3|Location:6.3|Facilities:6.1|Cleanliness:6|Staff:6|Value for money:5.6,http://www.booking.com/,Share,West Bengal,7807dbc88e5c1cbbe368d799c4ebc3f9,
"2A, Town Hall Road, Opposite Madurai Railway Station, 625001 Madurai, India – Great location -",madurai,India,2016-09-01,,"One of our top picks in Madurai. Purpletree Place West Marret is set in Madurai, 800 m from Meenakshi Temple. Guests can enjoy the on-site restaurant. Free private parking is available on site. All rooms come with a flat-screen TV. Some rooms include a seating area to relax in after a busy day. The rooms have a private bathroom. Purpletree Place West Marret features free WiFi throughout the property. You will find a 24-hour front desk at the property. The hotel also offers car hire. Koodal Azhagar Temple is 500 m from Purpletree Place West Marret, while Tirumalai Nayakkar Palace is 1.4 km away. Madurai Airport is 9 km from the property.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels•Food & Drink:Restaurant (à la carte)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Meeting/banquet facilities•General:Designated smoking area|Air conditioning|Wake-up service|Car hire|Safety deposit box|Lift|Fan|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service•Languages spoken:",3-star hotel,29.0,9.918800840010858,,78.11223775148392,http://www.booking.com/hotel/in/west-marret.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1484854.0,Purpletree Place West Marret,204,,2016-09-01 07:59:55 +0000,20.0,Deluxe Room,Astoria Hotels|The Gateway Hotel Pasumalai Madurai,140,8.0,Location:8.5|Cleanliness:8.1|Comfort:8.1|Staff:7.9|Value for money:7.9|Facilities:7.5|Free WiFi:6.8,http://www.booking.com/,Share,Tamil Nadu,f1956ad92317f3d214fe04ff5d61b55b,
"B Wing 1605, Symphony Apartments, Orchid Suburbia New Link Rd,Gandhi Nagar, opp Lalji pada polish station Kandivali West, Mumbai, 400067 Mumbai, India – Show map",mumbai,India,2016-09-01,OYO Rooms,"Featuring free WiFi throughout the property, OYO Apartments Link Road Malad is situated in Mumbai, 5 km from Aksa Beach. Free private parking is available on site. All rooms have a flat-screen TV with satellite channels. Some units feature a seating area where you can relax. All rooms are equipped with a private bathroom fitted with a shower. You will find a 24-hour front desk at the property. Bombay Exhibition Centre is 6 km from OYO Apartments Link Road Malad, while ISKCON is 10 km from the property. The nearest airport is Chhatrapati Shivaji International Mumbai Airport, 12 km from the property.","Pets:Pets are not allowed.•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Fax/photocopying|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Designated smoking area|Air conditioning|Non-smoking throughout|Soundproof rooms|Lift|Non-smoking rooms|Newspapers•Languages spoken:",3-star hotel,,19.203954617178088,,72.83389449119568,http://www.booking.com/hotel/in/oyo-apartments-link-road-malad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1481048.0,OYO Apartments Link Road Malad,204,,2016-09-01 07:59:55 +0000,6.0,Standard Double Room,Courtyard by Marriott Mumbai International Airport|Executive Pleasant - Service Apartment,9,4.1,Cleanliness:4.4|Comfort:4.1|Location:4.2|Facilities:3.8|Staff:4.1|Value for money:4.4,http://www.booking.com/,Share,Maharashtra,968adcb52e9bd3cfe9ef1367537d9789,
"Hilltop Colony Erramanzil, 500082 Hyderabad, India – Show map",hyderabad,India,2016-09-01,,"Featuring free WiFi throughout the property, Somavarapu is situated in Hyderabad, 600 m from City Centre Mall. Each room at this homestay is air conditioned and comes with a flat-screen TV. Some units include a seating area for your convenience. Views of the mountain, lake or city are featured in certain rooms. All rooms have a private bathroom equipped with a hot tub. There is a shared kitchen at the property. The homestay also offers car hire. Banjara Hills is 1.7 km from Somavarapu, while Ravindra Bharathi is 1.9 km away. The nearest airport is Rajiv Gandhi International Airport, 20 km from Somavarapu.","Bathroom:Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet•View:City view|Landmark view|Mountain view|Lake view|View•Outdoors:Patio|Balcony|Terrace•Kitchen:Shared kitchen|Washing Machine•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Hot Tub•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Video|DVD Player|TV•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is needed).•Services:Daily maid service|Shared lounge/TV area|Executive Lounge Access|Car hire|Bridal suite•General:Designated smoking area|Air conditioning|Tile/Marble floor|Lift|Fan|Ironing Facilities|Iron•Languages spoken:",5 stars,,17.416219265184264,,78.45501065254211,http://www.booking.com/hotel/in/somavarapu.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1479257.0,Somavarapu,222,,2016-09-01 07:59:55 +0000,3.0,Deluxe Double Room with Balcony,The Park Hyderabad,8,7.0,,http://www.booking.com/,Share,Telangana,2ac2e9dd844677bfb2ba436ac841eb9b,
"Near Chittoor Bus Stand, , 517001 Chittoor, India – Show map",chittoor,India,2016-09-01,,Prithvi Lodge offers accommodation in Chittoor. Free private parking is available on site. The rooms are equipped with a TV. Some units have a seating area where you can relax. The rooms include a private bathroom fitted with a shower. You will find a 24-hour front desk at the property. Tirupati Airport is 66 km away.,"Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Cable Channels|Telephone|TV•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Wake-up service|Laundry|24-hour front desk",2-star hotel,25.0,13.21754151777279,,79.10537660121918,http://www.booking.com/hotel/in/prithvi-lodge.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1486586.0,Prithvi Lodge,204,,2016-09-01 07:59:55 +0000,15.0,Standard Double Room with Fan,Lakshmi Residency|Pujitha Residency Kanipakam,6,5.6,Cleanliness:4.4|Comfort:5|Location:6.7|Facilities:5|Staff:6|Value for money:5.6,http://www.booking.com/,Share,Andhra Pradesh,319d9d8476410381bc5f842f8c46f8d5,
"153, M.P.Nagar Zone-II, Near hanuman Mandir, Bhopal, 462011 Bhopal, India – Great location -",bhopal,India,2016-09-01,OYO Rooms,"One of our top picks in Bhopal. Accepting Indian nationals only and located in Bhopal, 12 km from Kanha Fun City, OYO Rooms Sargam Cinemas features free WiFi access and free private parking. Guests can enjoy the on-site restaurant. Every room comes with a flat-screen TV. Some units have a seating area to relax in after a busy day. You will find a kettle in the room. All rooms are equipped with a private bathroom. You will find a 24-hour front desk at the property. The nearest airport is Raja Bhoj Domestic Airport, 12 km from OYO Rooms Sargam Cinemas.","Pets:Pets are not allowed.•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Heating|Soundproof rooms|Lift|Newspapers",3-star hotel,30.0,23.22849809304099,,77.43706673383713,http://www.booking.com/hotel/in/oyo-rooms-sargam-cinemas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1481088.0,OYO Rooms Sargam Cinemas,204,,2016-09-01 07:59:55 +0000,17.0,Triple Room,,9,8.0,Cleanliness:8.3|Comfort:8.1|Location:8.1|Facilities:7.8|Staff:7.5|Value for money:8.1|Free WiFi:8.8,http://www.booking.com/,Share,Madhya Pradesh,39730cb19aff45b53bd431703e682e52,
"Near Jaggi Nursing Home, Shamshabad Road, Agra, 282001 Tājganj, India – Show map",tājganj,India,2016-09-01,OYO Rooms,"Featuring free WiFi and a restaurant, OYO Premium Shamshabad Road offers accommodation in Tājganj. Free private parking is available on site. Every room at this hotel is air conditioned and has a flat-screen TV. Some rooms have a seating area for your convenience. Every room is fitted with a private bathroom. There is a 24-hour front desk at the property.","Pets:Pets are not allowed.•Food & Drink:Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Air conditioning|Soundproof rooms|Lift|Newspapers•Languages spoken:",3-star hotel,25.0,27.1598114,,78.0355057,http://www.booking.com/hotel/in/oyo-premium-shamshabad-road.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1495518.0,OYO Premium Shamshabad Road,204,,2016-09-01 07:59:55 +0000,25.0,Triple Room,Seven Hills Tower|Hotel Parador Agra,14,7.4,Value for money:7.9|Comfort:7.7|Staff:7.5|Location:7.3|Facilities:7.3|Cleanliness:6.6,http://www.booking.com/,Share,Uttar Pradesh,9dfa085276d9cd0834593a025232f55c,
"Ellora Road, NH211, Opposite Daulatabad Fort, Next to H2O Waterpark, 431002 Daulatābād, India – Show map",daulatābād,India,2016-09-01,,"Offering a barbecue and children's playground, Hotel Lotus is situated in Daulatābād in the Maharashtra Region, 14 km from Aurangabad. There is a water park on site and guests can enjoy the on-site restaurant. Free private parking is available on site. Certain units have a seating area for your convenience. Certain rooms include views of the mountain or garden. There is a 24-hour front desk at the property. The resort also offers car hire. Aurangabad Airport is 21 km away.","Bathroom:Toilet|Bath|Shower•View:Landmark view|Mountain view|Garden view|View•Outdoors:Outdoor dining area|Outdoor furniture|Sun terrace|BBQ facilities|Balcony|Terrace|Garden•Kitchen:Dining table|Kitchen|Refrigerator•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Water park|Children's playground•Living Area:Dining area|Seating Area•Food & Drink:Restaurant (à la carte)|Bar|Restaurant|Minibar•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Luggage storage|Car hire|Packed lunches|Laundry|24-hour front desk|Meeting/banquet facilities•General:Air conditioning|Fan|Newspapers•Languages spoken:",2 stars,13.0,19.95510287275104,,75.22119462490082,http://www.booking.com/hotel/in/lotus-aurangabad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1482181.0,Hotel Lotus,206,,2016-09-01 07:59:55 +0000,8.0,Deluxe Double Room,Hotel JP International|Hotel Kailas,8,8.3,,http://www.booking.com/,Share,Maharashtra,8db77a9923202717b96de79436b9c0e7,
"opp:rathifile bus station,secunderabad, 500025 Secunderābād, India – Show map",secunderābād,India,2016-09-01,,"Situated in the Secunderabad district in Secunderābād, 8 km from Hyderabad, Hotel Mahesh Residency features free WiFi access and free private parking. Every room at this hotel is air conditioned and comes with a flat-screen TV with cable channels. Certain units feature a seating area to relax in after a busy day. All rooms have a private bathroom. You will find a 24-hour front desk at the property. The hotel also offers car hire. The nearest airport is Rajiv Gandhi International Airport, 24 km from Hotel Mahesh Residency.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:City view|View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Laundry•Business facilities:Fax/photocopying•General:Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Fan|Newspapers|Air Conditioning|Room service•Languages spoken:",,,17.43422906257842,,78.50866287946701,http://www.booking.com/hotel/in/mahesh-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1486498.0,Hotel Mahesh Residency,204,,2016-09-01 07:59:55 +0000,18.0,Deluxe Double Room,Hotel Ranjit Residency|Hotel Imperial Classic|Hotel Maya Deluxe,11,6.1,Free WiFi:7.5|Comfort:7|Cleanliness:6.7|Value for money:6.7|Facilities:6.1|Staff:5.6|Location:5,http://www.booking.com/,Share,Telangana,88947f9d94143313372f7817dfc55b19,
"Beside SSB Kalyanamandapam, Tiruchanur Road, Tirupati, 517503 Tirupati, India – Show map",tirupati,India,2016-09-01,OYO Rooms,"Located in Tirupati, 2.8 km from APSRTC Central Bus Station, OYO Rooms Padmavathi Temple features air-conditioned rooms with free WiFi throughout the property. Guests can enjoy the on-site restaurant. Free private parking is available on site. Every room has a private bathroom. You will find a 24-hour front desk at the property. Old Tirchanoor Road is 2.8 km from OYO Rooms Padmavathi Temple, while NTR Stadium is 5 km from the property. The nearest airport is Tirupati Airport, 11 km from the property.","Pets:Pets are not allowed.•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Luggage storage|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Air conditioning|Soundproof rooms|Lift|Newspapers",3-star hotel,45.0,13.610877643672984,,79.44442123174667,http://www.booking.com/hotel/in/oyo-rooms-padmavathi-temple.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1479673.0,OYO Rooms Padmavathi Temple,204,,2016-09-01 07:59:55 +0000,20.0,Deluxe Double Room,Fortune Select Grand Ridge|Marasa Sarovar Premiere,14,6.7,Cleanliness:7.3|Comfort:7|Location:6.8|Facilities:6.4|Staff:6.3|Value for money:6.6|Free WiFi:7.5,http://www.booking.com/,Share,Andhra Pradesh,cad0e9e77a36c5b626e0f63657dd9ed5,
"Puthupally Lane, Medical College Junction, 695011 Trivandrum, India – Show map",trivandrum,India,2016-09-01,,"Located in Trivandrum, this air-conditioned apartment features a terrace. The apartment is 3 km from Napier Museum. Free WiFi is featured and free private parking is available on site. There is a seating area and a kitchen complete with a microwave, a fridge and a stovetop. Towels and bed linen are available in this apartment. There is a private bathroom with a bath or shower. Bike hire and car hire are available at the property and the area is popular for golfing. Padmanabhaswamy Temple is 4.4 km from Travancore Stay, while Sanjeevani Ayurveda Hospital is 1 km from the property. The nearest airport is Thiruvananthapuram International Airport, 4 km from the property.","Parking:Free!
Free private parking is possible on site (reservation is needed).•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Kitchen:Dining table|Cleaning products|Stovetop|Kitchen|Washing Machine|Microwave|Refrigerator•Bedroom:Wardrobe/Closet|Dressing Room•Bathroom:Towels|Towels/Sheets (extra fee)|Free toiletries|Linen|Bath or Shower|Bathroom|Toilet•Living Area:Dining area|Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|TV|Pay-per-view Channels•Room Amenities:Soundproofing|Fan|Iron|Clothes rack|Tile/Marble floor|Private entrance|Ironing Facilities•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by stairs only•Outdoors:Outdoor furniture|Balcony|Terrace•Food & Drink:Tea/Coffee Maker•Activities:Horse riding|Golf course (within 3 km)•Building characteristics:Detached•Transport:Airport shuttle (surcharge)|Shuttle service (surcharge)|Car hire|Bicycle rental•Outdoor & View:City view|Garden view|View•Cleaning services:Daily maid service|Laundry•Miscellaneous:Air conditioning|Soundproof rooms|Family rooms•Languages spoken:",,,8.520658357521812,,76.93066030740738,http://www.booking.com/hotel/in/travancore-stay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1491759.0,Travancore Stay,201,,2016-09-01 07:59:55 +0000,31.0,Deluxe Double Room,,25,7.7,,http://www.booking.com/,Share,Kerala,b67d8a2dec927c3bd79636d98692249d,
"After Star-co Junction, Near Poonam Guest House, Anjuna Beach, 403509 Anjuna, India – Great location -",anjuna,India,2016-09-01,,"Amigo Guest House offers accommodation in Anjuna. Certain rooms have a seating area for your convenience. Each room is fitted with a private bathroom. Amigo Guest House offers free WiFi and private parking. Anjuna Flea Market is 1.4 km from Amigo Guest House, while St. Michael's Church is 2.8 km away. The nearest airport is Goa International Airport, 24 km from Amigo Guest House.","Outdoors:Garden•Pets:Pets are not allowed.•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible at a location nearby (reservation is not needed).•Services:Laundry•General:Adult only|Allergy-free room•Languages spoken:",,17.0,15.584480244106416,,73.73874306678772,http://www.booking.com/hotel/in/amigo-guest-house-anjuna.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1484074.0,Amigo Guest House,216,,2016-09-01 07:59:55 +0000,21.0,Budget Single Room,Little India Beach Cottages,49,8.2,Cleanliness:8.3|Comfort:7.6|Location:8.4|Facilities:7.5|Staff:8.9|Value for money:8.5|Free WiFi:8.8,http://www.booking.com/,Share,Goa,30306fefe28d0dfb1e13413b48e4fa26,
"Central Town, Gali # 3, Opp. MCJ Shopping Complex, 144000 Jalandhar, India – Show map",jalandhar,India,2016-09-01,,"Featuring air conditioning, STARiHOTELS Central Town Jalandhar offers accommodation in Jalandhar. Free WiFi is available . All units include a flat-screen TV with satellite channels. There is a private bathroom with a shower and free toiletries in each unit. Towels and bed linen are featured. Sri Guru Ram Dass Jee International Airport is 86 km from the property.","Miscellaneous:Non-smoking throughout•Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Room Amenities:Tile/Marble floor|Soundproofing|Fan|Air Conditioning•Outdoor & View:City view|View•Services & Extras:Wake-up service•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels•Food & Drink:Room service•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:No parking available.•Transport:Car hire•Reception services:Luggage storage|24-hour front desk•Cleaning services:Ironing service|Dry cleaning|Laundry•Languages spoken:",,,31.32527387947802,,75.58256009593606,http://www.booking.com/hotel/in/starihotels-central-town-jalandhar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1670187.0,STARiHOTELS Central Town Jalandhar,201,,2016-09-01 11:13:48 +0000,28.0,Deluxe Double Room,Days Hotel Jalandhar,,,,http://www.booking.com/,Share,Punjab,c688c175b25970504d2d1637ed73e63f,
"Ocean Mist,Airport road, Queeny Nagar, Velsao Pale Goa, 403712 Velcao, India – Show map",velcao,India,2016-09-01,,"Featuring air conditioning and an outdoor swimming pool, La Quinta homes offers pet-friendly accommodation in Velcao. Calangute is 26 km from the property. Free WiFi is offered throughout the property. All units feature a flat-screen TV with satellite channels. Some units include a seating area and/or balcony. There is a private bathroom with free toiletries in every unit. Free private parking is available at the apartment. At La Quinta homes guests can enjoy a drink at the on-site bar. The property also offers packed lunches. Panaji is 18 km from La Quinta homes, while Candolim is 23 km away. The nearest airport is Goa International Airport, 9 km from La Quinta homes.","Miscellaneous:Designated smoking area|Air conditioning|Lift|Family rooms|Facilities for disabled guests|Non-smoking rooms•Bathroom:Linen|Towels|Bathroom|Free toiletries•Bedroom:Wardrobe/Closet•Building characteristics:Private flat in building•Outdoors:Outdoor pool|Balcony•Kitchen:Dining table|Kitchenette•Accessibility:Upper floors accessible by lift•Room Amenities:Tile/Marble floor|Interconnected room(s) available|Fan•Outdoor & View:View•Pets:Pets are allowed on request. Charges may be applicable.•Activities:Billiards•Living Area:Seating Area•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Packed lunches|Bar|Room service•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Cleaning services:Daily maid service|Laundry",,,15.359884749488282,,73.90864491462708,http://www.booking.com/hotel/in/la-quinta-homes.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1668901.0,La Quinta homes,201,,2016-09-01 11:13:48 +0000,20.0,Standard Apartment,Seacoast Service Apartment,43,4.9,,http://www.booking.com/,Share,Goa,a09e08b39488bc49c021fdd6faf1450a,
